title,price
Cuenca 4300,USD 275.000
Argerich 4700,USD 799.000
GABRIEL LAFOND al 4100,USD 220.000
Zamudio al 4800,USD 270.000
CONCORDIA 5400,USD 495.000
GAVILAN 4400,USD 210.000
José Cubas 2200,USD 690.000
G De Helguera 5700,USD 259.000
Cuenca 5700,USD 230.000
Cuenca 4200,USD 420.000
Joaquín Castellanos al 4700,USD 260.000
Argerich al 4300,USD 290.000
Jose A Bazurco 2800,USD 390.000
Mariscal Francisco Solano López  al 2300,USD 248.000
Ladines 3600,USD 180.000
Famaillá 2700,USD 225.000
Bolivia 4700,USD 159.000
Nueva York al 2100,USD 230.000
Larsen 3000,USD 190.000
Zamudio 4500,USD 377.000
Llavallol 4740,USD 370.000
Cochrane al 3100,USD 190.000
Obispo Terrero 100,USD 140.000
25 de mayo  al 700,USD 89.900
Nazca e/ Carlos Molina Arrotea y Obispo San Alberto,USD 195.000
Dicepolo  900,USD 325.000
Helguera 5124,USD 250.000
Carlos A Lopez  3000,USD 490.000
Zamudio 4400,USD 399.900
Bazurco 3200,USD 195.000
ESCOBAR al 3000,USD 349.900
Condarco 5400,USD 359.000
Escobar 2500,USD 348.000
Llavallol 5100,USD 163.000
Caracas 4200,USD 175.000
José Gervasio Artigas 5000,USD 220.000
Cochrane 2900,USD 250.000
Nazca 5500,USD 300.000
Griveo 3000,USD 159.000
AV. NAZCA 3800,USD 330.000
Cnel J Terrada 4200,USD 250.000
Escobar 2900,USD 630.000
Terrada 4300,USD 295.000
Av. Libertador al 15600,USD 370.000
Caracas 5200,USD 339.000
Sarmiento  100,USD 160.000
Centenario al 1500,USD 60.000
"Cnel Cetz 200, Piso 2",USD 85.000
Tres de Febrero  al 400,USD 112.000
"Albarellos 900, Piso 9",USD 98.000
"Pbto M Alberti 300, Piso 1",USD 185.000
"L N Alem 300, Piso 1",USD 219.000
"Gral J J De Urquiza 100, Piso 7",USD 103.000
"MARTIN Y OMAR al 100, SAN ISIDRO",USD 185.000
"Paso 200, Piso 10",USD 210.000
Arenales  al 1800,USD 690.000
AV. CENTENARIO 1600,USD 209.000
Av. Centenario  al 1700,USD 165.000
Av. Rolon Nª 2494 2°,USD 56.000
"Roque Saenz Peña  300, Piso pb",USD 90.000
"Caracas 2700, Piso 1",USD 148.000
JARDINES DE SAN ISIDRO -CEDRO,USD 320.000
Posadas 100,USD 235.000
LARSEN al 2600 entre Condarco y Bolivia,USD 245.000
Cuenca al 5700 esquina Escobar,USD 155.000
"Chacabuco 300, Piso 1",USD 130.000
"Tres Sargentos 1400, Piso PB",USD 145.000
"Arenales  1100, Piso 2",USD 75.000
Inte Becco 700,USD 59.000
"Mons Larumbe 100, Piso 8",USD 165.000
Juan B. Justo 158,USD 126.000
O'higgins 100,USD 89.000
Diego Palma 50,USD 170.000
"BECCAR, Cosme 100",USD 198.000
Gervasio Posadas 100,USD 140.000
"Ladislao Martinez 200, Piso 5",USD 480.000
"Arenales 1000, Piso 1",USD 138.000
Ladislao Martínez al 200,USD 149.000
"General Paz 600, Piso 2",USD 140.000
Manzone 1000,USD 374.000
"Vicente López  300, Piso 5",USD 465.000
"Av. Centenario  900, Piso 2",USD 130.000
"Albarellos 900, Piso 9",USD 100.000
"Alsina 400, Piso 1",USD 105.000
VOW Centenario 2084 -6ºB,USD 150.400
"Sarmiento 100, Piso 2",USD 140.000
"General Paz  600, Piso 1",USD 135.000
"Fondo De La Legua 2400, Piso 6",USD 98.000
"Terrero 100, Piso 1",USD 159.000
"Arenales 1000, Piso 8",USD 380.000
"Urquiza  900, Piso 2",USD 169.000
Jardines de San Isidro Pb°E Cedro,USD 399.000
Avenida Fondo de la Legua 2400,USD 100.000
Avellaneda 21 piso 2° San Isidro,USD 180.000
"Libertador , Palermo Chico 3600",USD 2.300.000
"O'HIGGINS 100, Piso 3",USD 163.000
"3 De Febrero 300, Piso 2",USD 172.000
"Liniers  1642, Jardines de San Isidro III",USD 165.000
"Jacinto Diaz  2000, Piso 2",USD 130.000
Leandro N Alem 400,USD 270.000
"Av. Marquez 3100, Piso 3",USD 119.000
"Intendente Becco 2300, Piso 1",USD 258.973
GARIBALDI 1900,USD 168.000
Velez Sarsfield 2000,USD 169.000
"Av Centenario 700, Piso 1",USD 130.000
"Rivadavia 300, Piso 2",USD 135.000
3 De Febrero 300,USD 170.000
Arenales 1775 5° piso Martínez Centro,USD 550.000
Gral Paz al 1000,USD 265.000
Avenida Libertador  13000 13000,USD 370.000
"Av Centenario 700, Piso 5",$ 122.522.357
"Belgrano 322, P2°",USD 198.000
Intendente Becco  2367. Beccar,USD 243.474
Vicente López Nº293  PISO 1º DEP 7,USD 125.000
"Avenida Santa Fe 2100, Piso 9",USD 165.000
"Albarellos 1000, Piso 1",USD 120.000
Urquiza al 100,USD 81.000
3 de Febrero,USD 128.000
"General Paz 800, Piso pb",USD 99.000
Bouchard al 2800,USD 170.000
Monseñor Alberti 360 3° A,USD 224.000
"Pueyrredon al 1000 piso 1 B, Acassuso, San Isidro.",USD 200.000
"Av Del Libertador 15400, Piso 1",USD 230.000
"Alberti Monseñor 400, Piso 1",USD 160.000
Albarellos  al 1000,USD 269.000
"Maipu 100, Piso 2",USD 78.000
Avenida Centenario al 2200,USD 200.000
Inte Alfaro 100,USD 117.000
"Dorrego 3100, Piso 6",USD 115.000
"Albarellos  900, Piso 1",USD 115.000
Monseñor Larumbre,USD 160.000
"Diego Palma  100, Piso 1",USD 175.000
"Diego Palma 900, Piso PB",USD 157.000
Urquiza al 100,USD 188.000
Barrio cerrado San Isidro Loft,USD 350.000
padre acevedo 900,USD 90.000
Roque Saenz Peña 400,USD 295.000
"3 De Febrero 100, Piso 2",USD 75.000
Albarellos al 900,USD 110.000
"Av. Centenario 1800, Piso 1",USD 138.000
"AV.CENTENARIO 1600, Piso 1",USD 63.000
"Jacinto Diaz 1000, Piso 2",USD 78.000
Rivadavia al 500 Apto profesional Vta con renta,USD 155.000
"DIEGO PALMA 100, Piso 3",USD 210.000
"33 Orientales 1100, Piso PB",USD 165.000
"3 De Febrero 200, Piso 1",USD 175.000
"LIMA  1000, Piso 3",USD 275.000
"Av De Mayo 1500, Piso PB",USD 55.000
"Av Santa Fe 400, Piso 6",USD 150.000
"D Palma 300, Piso 3",USD 119.000
Jacinto Díaz  100,USD 198.000
Paso  al 200,USD 158.000
MARTIN Y OMAR  400,USD 112.000
"Monseñor Larumbe 3100, Piso 3",USD 170.000
"3 De Febrero 400, Piso 1",USD 104.000
"ALBERTI, Mons.  900, Piso  2",USD 257.000
"ALBERTI, Mons.  900, Piso  1",USD 159.900
Colombres 700,USD 105.000
Arenales 1900,USD 89.000
Alsina 77,USD 210.000
Alsina al 200,USD 225.000
"Alsina 100, Piso 10",USD 120.000
Habana al 2500,USD 265.000
Zamudio al 4900,USD 390.000
"Fondo de la Legua 2400, Piso 8",USD 99.500
"Albarellos 1000, Piso 5",USD 57.000
"Jujuy 400, Piso P.B",USD 118.000
"Av. Centenario 1600, Piso 9",USD 115.000
"Alsina 400, Piso 2",USD 360.000
"Colectora Oeste, Acceso norte San Isidro, Boulogne Sur Mer",USD 42.000
"Diego Palma 200, Piso 1",USD 90.000
"Liniers  1600, Piso 1",USD 248.000
Jose Figueroa Alcorta 2750,USD 36.500
"Lonardi 100, Piso 1",USD 85.000
Av Libertador  al 15.100,USD 310.000
General Paz al 800,USD 150.000
Dr Jose Ingenieros 100,USD 145.000
Av. del Libertador 15157,USD 740.000
Av. Santa Fe al 1400,USD 219.000
Av. del Libertador 15157,USD 590.000
R Saenz Peña 300,USD 150.000
"Acevedo 900, Piso 3",USD 69.000
Intendente Becco 2300,USD 243.474
"Av Centenario 1000, Piso 3",USD 99.000
"Albarellos 1000, Piso 7",USD 150.000
Roque Sáenz Peña 288-6º piso,USD 410.000
"3 de Febrero N° 446, Piso: 3 ""23"", San Isidro.",USD 150.000
Nicolás Avellaneda 1700 - Jardines de San Isidro,USD 350.000
"Gral Tomas Guido 1100, Piso 6",USD 80.000
Cosme Béccar 31,USD 198.000
Av. Santa Fe 500,USD 476.000
López y Planes 800,USD 320.000
"Av. Centenario 1600, Piso 1",USD 70.000
Arenales 1800,USD 530.000
Av. Centenario 1121,USD 195.900
"Vicente Lopez 300, Piso 6",USD 190.000
"Intendente Neyer 100, Piso 3",USD 130.000
CENTENARIO 1500,USD 70.000
Dr Nicolás Avellaneda al 100,USD 159.000
"Diego Palma  1200, Piso 2",USD 239.000
M Rodriguez 500,USD 78.000
New York Al 2900,USD 260.000
José Ingenieros 136,USD 147.000
"Arenales 2100, Piso 9",USD 345.000
Dr N Avellaneda 300,USD 183.600
"Libertador  16000, Piso pta baja",USD 140.000
3 De Febrero  100,USD 89.000
"Tres Sargentos 2100, Piso 3",USD 190.000
"Av Santa Fe 700, Piso 2",USD 125.000
"Albarellos 1700, Piso 2",USD 90.000
Urquiza al 100,USD 175.000
Juan José Paso 200,USD 90.000
Arenales 1000,USD 174.000
Sarmiento 100,USD 380.000
"Peru 100, Piso 1",USD 170.000
Sarmiento 150,USD 125.000
"Peru 100, Piso 3",USD 180.000
Avda Libertador,USD 1.150.000
"Peru 100, Piso 3",USD 200.000
"Peru 100, Piso 1",USD 150.000
"Peru 100, Piso 2",USD 150.000
Diego Palma al 300,USD 185.000
"Peru 100, Piso 2",USD 155.000
"D Palma 100, Piso 4",USD 59.900
Av. del Libertador 15157,USD 890.000
Av Centenario 2000,USD 79.000
"Av. Centenario 2400, Piso 9",USD 315.000
Tte. Gral. Lonardi al 100,USD 85.000
"Diego Palma  100, Piso PB",USD 80.000
Diagonal Salta 1400,USD 273.000
"Av. Centenario 1500, Piso 2",USD 95.000
Marconi 1400,Consultar precio
Sucre   2800 2800,USD 260.000
"Peru 100, Piso 1",USD 169.000
"AV. FONDO DE LA LEGUA 2400, Piso 4",USD 79.000
PRES. ROQUE SAENZ PEÑA 200,USD 460.000
AVENIDA SANTA FE al 700,USD 180.000
Av Santa Fé al 700,USD 90.000
"Cnel Cetz 200, Piso 3",USD 75.000
"Jose Ingenieros  100, Piso 2",USD 145.000
Albarellos al 900,USD 79.900
"Av Santa Fe 400, Piso 14",USD 145.000
"Juncal 100, Piso 1",USD 144.500
Juan H Vieytes 300,USD 120.000
"Avenida Sucre 2800, Piso PB",USD 150.000
"Bomberos Voluntarios  300, Piso 2",USD 23.000
Alsina 100,USD 177.000
"Monseñor Alberti 500, Piso 2",USD 179.000
Avenida Centenario  2400,USD 105.000
Haedo al 400,USD 102.000
3 De Febrero 400,USD 130.000
"Peru 100, Piso 3",USD 160.000
"Vicente Lopez 100, Piso 7",USD 260.000
"Luis De Flores 2300, Piso 1",USD 94.000
"Peru 100, Piso 2",USD 175.000
"Av Centenario 2200, Piso 9",USD 140.000
"Avenida Centenario 200, Piso PB",USD 115.000
"Av. Centenario  2000, Piso 14",USD 120.000
Av. Centenario al 2400,USD 95.000
"Albarellos 1700, Piso 4",USD 275.000
Av. Centenario 1121,USD 185.000
"Juan B. Justo 158, 1º contrafrente, Edificio General Paz",USD 126.000
Haedo 1600,USD 390.000
Don Bosco 1400,USD 520.000
Velez Sarsfield 2052 1° Martinez,USD 290.000
Diego Palma  1200,USD 415.000
"Tomkinson 2000, Piso 1",USD 235.000
"Av. Centenario 1900, Piso 2",USD 128.000
"Fondo de la Legua 2400, Piso 1",USD 80.000
Eduardo Costa Acassuso,USD 90.000
"Tomas de Anchorena  nº 1311 1300, Piso 1",USD 73.000
"Avellaneda 100, Piso 3",USD 130.000
"Thomas Edison 500, Piso 1",USD 120.000
"Av De Mayo 1500, Piso 1",USD 72.000
"RENE FAVALORO  3300, Piso 1",USD 320.000
Av. Santa Fe al 700,USD 145.000
"Juan Jose Paso 200, Piso 11",USD 70.000
"Gral. Paz 1700, Piso 2",USD 170.000
Centanario 1600,USD 195.000
Av. Del Libertador 14500,USD 275.000
"Av. Centenario 900, Piso 6",USD 159.000
Talar De Martínez,USD 165.000
"Monseñor Larumbe 3100, Piso 1",USD 235.000
Monseñor Larumbe 3100,USD 245.000
"Monseñor Larumbe 3100, Piso P.b",USD 179.000
Av Santa Fe 1000,USD 89.000
Complejo Béccar Central Intendente Becco 2300,USD 239.000
Av. Santa Fe al 700,USD 200.000
"Avenida Centenario  2300, Piso 7",USD 250.000
"Monseñor Larumbe 3100, Piso 2",USD 259.000
Camino Real Moron,USD 45.000
"Av. Centenario 1800, Piso 8",USD 180.000
"GENERAL PAZ  300, Piso 1",USD 115.000
"Dr Jose Ingenieros 100, Piso 7",USD 215.000
"Sucre  2800 2°  2800, Piso 2",USD 178.000
"25  De Mayo 100, Piso 5",USD 258.000
"Albarellos 2100, Piso 5",USD 195.000
Lima al 1000,USD 195.000
Repetto 400,USD 210.000
Alsina 400,USD 230.000
Monseñor Larumbe 3100,USD 190.000
"Talar De Martinez 3100, Piso 4",USD 280.000
"Hipolito Yrigoyen 100, Piso 9",USD 85.000
"Monseñor Larumbe 3100, Piso 3",USD 315.000
"Velez Sarsfield 2000, Piso PB",USD 215.000
Guido 1100,USD 90.000
"Avenida Sucre 2800, Piso 1",USD 163.000
"Av. Fondo De La Legua 2400, Piso 7",USD 110.000
Av Centenario 1900,USD 230.000
Talar De Martínez 3100,USD 260.000
Talar De Martínez 3100,USD 198.000
"Talar De Martínez , Piso 3",USD 185.000
Acassuso 100,USD 290.000
"Primera Junta 900, Piso 1",USD 150.000
"La Pasionaria Lima 1000, Piso 2",USD 289.000
"3 De Febrero 100, Piso PB",USD 109.000
"Boating Club, Uriburu 1000",USD 355.000
"General Paz 600, Piso 1",USD 140.000
"General Paz 800, Piso 2",USD 99.000
Talar De Martínez  3100,USD 255.000
Av. De Mayo 1000,USD 115.000
Monseñor Larumbe al 3100  Barrio Talar de Martinez,USD 160.000
Intendente Becco 2367. Beccar,USD 258.973
"Libertador 15300, Piso 2",USD 230.000
"Tres Sargentos 2100, Piso 3",USD 248.000
"Hipolito Yrigoyen  100, Piso 11",USD 142.000
"Sarmiento  200, Piso 7",USD 275.000
"Gral Paz 1000, Piso 2",USD 115.000
Juan Jose Paso 200,USD 90.000
"O´higgins 100, Piso 2",USD 122.000
"Maipu 100, Piso 2",USD 189.000
Ohiggins 100,USD 163.000
Jacinto Diaz 192 San Isidro,USD 167.000
Don Bosco 200,USD 125.000
Av Centenario 2200,USD 169.000
"Fondo De La Legua 2400, Piso 9",USD 109.000
Jujuy 100,USD 395.000
"Avenida Alvear 200, Piso 3",USD 153.000
"Alsina 100, Piso 10",USD 120.000
"Peru 100, Piso 3",USD 180.000
Av. Libertador 15600,USD 570.000
"Santos Discepolo N° 909 Torre C PB ""B"", San Isidro,Condominio  Casas del puerto.",USD 290.000
"Av Parana 3900, Piso 11",USD 120.000
Alsina al 100,USD 144.000
"B Roldan 100, Piso 1",USD 170.000
Avenida Centenario 2541-1ºF,USD 165.000
"Av Centenario 1600, Piso 10",USD 140.000
"Av. Centenario 2400, Piso 5",USD 225.000
"Alsina  100, Piso 5",USD 190.000
Estanislao Diaz 800,USD 325.000
"Inte Neyer 600, Piso 1",USD 80.000
"YRIGOYEN, HIPOLITO 200",USD 107.000
"Dr N Avellaneda 100, Piso 2",USD 145.000
"Paso  200, Piso 2",USD 390.000
C Pellegrini 2100,USD 97.000
Ituzaingo 100,USD 82.000
"Gral O Higgins 300, Piso PB",USD 50.000
"3 De Febrero 400, Piso 7",USD 158.000
"Jose Ingenieros 100, Piso 2",USD 145.000
"El Indio 1800, Piso 1",USD 104.000
"DIAGONAL SALTA  1000, Piso 1",USD 97.000
Fondo de la legua al 2400,USD 115.000
"Monseñor Alberti 600, Piso 2",USD 110.000
Rawson 1800,USD 550.000
Vicente Fidel López 100,USD 490.000
Av. Libertador 14100,USD 715.000
"Sarmiento 100, Piso PB",USD 170.000
Arenales 1700,USD 490.000
Sarmiento 70,USD 99.000
"Av De Mayo 1500, Piso PB",USD 75.000
3 de febrero 100,USD 113.592
Diego Palma  1200,USD 640.000
"Av Centenario 1600, Piso 13",USD 145.000
Roque Saenz Peña al 400,USD 275.000
"Alberti  1100, Piso 1",USD 176.000
"Alberti  1100, Piso 2",USD 176.000
"Av Santa Fe 400, Piso 13",USD 95.000
"Peru 100, Piso 1",USD 149.000
LINIERS 300,USD 149.000
"Alberti  1100, Piso 3",USD 178.000
"Peru 100, Piso 2",USD 155.000
Avenida Sucre al 2800,USD 225.000
"Peru 100, Piso 3",USD 160.000
Manzone al 1000,USD 260.000
3 de febrero 100,USD 116.134
Albarellos 1850,USD 225.000
"Peru 100, Piso 2",USD 175.000
"Peru 100, Piso 1",USD 170.000
Avenida Marquez 59 San Isidro,USD 110.000
Tomkinson al 300,USD 135.000
Intendente Becco al 2300,USD 225.000
ALSINA 131-2ºD,USD 125.000
INTENDENTE ALFARO  28-13ºB,USD 650.000
Posadas 1000,USD 78.000
Cordoba 300,USD 280.000
LADISLAO MARTINEZ 48 -3ºA,USD 248.000
"Diego Palma 100, Piso 1",USD 193.000
Avenida Santa Fe 1400,USD 120.000
"Jujuy 200, Piso 1",USD 95.000
Maestro Ravella 2100,USD 385.000
"Virrey Vertiz 100, Piso 3",USD 93.000
"Albarellos 1000, Piso 8",USD 125.000
Laprida 100,USD 110.000
Monseñor Larumbe e/ Frers y Cangallo,USD 168.000
"Liniers 300, Piso 1",USD 149.000
"Cuyo 100, Piso 1",USD 120.000
"POSADAS, G.  2800, Piso 1",USD 290.000
ALVEAR 499-4º piso,USD 1.050.000
"Av Inte Tomkinson 300, Piso 1",USD 123.000
"Gral J J De Urquiza 100, Piso 6",USD 99.000
"Monseñor Alberti 436, San Isidro",USD 199.500
"Av Inte Tomkinson 300, Piso 3",USD 129.000
"Av Inte Tomkinson 300, Piso 3",USD 175.000
"Av Inte Tomkinson 300, Piso 1",USD 115.000
"Av Inte Tomkinson 300, Piso 1",USD 120.000
"Av Inte Tomkinson 300, Piso 1",USD 123.000
"Av Inte Tomkinson 300, Piso 2",USD 123.000
"Av Inte Tomkinson 300, Piso 1",USD 115.000
"Av Inte Tomkinson 300, Piso 3",USD 185.000
Nicolás Avellaneda 100,USD 188.500
Nicolás Avellaneda  100,USD 196.900
Francia 300,USD 187.787
ituzaingo  al 100,USD 170.000
Av. Libertador 15600,USD 270.000
Av Santa Fe al 1100,USD 135.000
Jujuy al 150 muy luminoso !!!!!!!!!!Disponible 15/11/2023,USD 425.000
ASAMBLEA  900,USD 120.000
"Avenida Centenario 2000, Piso 1",USD 155.000
Alberti al 300,USD 165.000
"Cardenal Copello 2300, Piso 4",USD 95.000
Avenida General Paz 1000,USD 105.000
"América 2300, Piso PB",USD 150.000
"Gervasio Posadas  100, Piso 2",USD 89.000
virrey vertiz al 100,USD 99.000
Riobamba 480 Beccar,USD 298.000
Intendente Becco al 2300,USD 258.000
"Bomberos Voluntarios 200, Piso 3",USD 34.000
Chile  100,USD 98.000
Don Bosco al 100,USD 180.000
Don Bosco  al 400,USD 80.000
AVENIDA SUCRE 2800,USD 225.000
Acassuso 40,USD 380.000
Av. Libertador 12900,USD 370.000
"Gral Alvear 200, Piso 3",USD 153.000
SANTA FE AV. 900,USD 155.000
Albarellos 1850,USD 310.000
Arenales 1800,USD 630.000
Rawson 1800,USD 490.000
AVELLANEDA 1690,USD 175.000
"25 De Mayo 100, Piso 1",USD 370.000
Monseñor Larumbe 3151 4º 1,USD 248.000
Onelli 523-UF:10,USD 515.000
Av. Libertador 15700,USD 257.000
Virrey Vertiz al 2100,USD 95.000
Av. Centenario 1121,USD 162.000
centenario al 2200,USD 149.000
Fondo De La Legua  2400 2400,USD 103.000
Ladislao Martínez 77,USD 270.000
Gral Paz 1100,USD 159.000
Av. Libertador 15300,USD 210.000
Av. Libertador 15300,USD 150.000
Av. Santa Fe  al 400,USD 95.000
"Roque Saenz Pena  300, Piso PB",USD 89.000
Rodriguez Peña 100,USD 175.000
"Don Bosco 100, Piso 2",USD 72.000
"Gral Paz 1000, Piso 2",USD 110.000
"Pres P E Aramburu 100, Piso 2",USD 87.000
Alfaro al 100,USD 125.000
Eduardo Costa 1500,USD 150.000
Av. Centenario 1121,USD 194.000
Av Sir A Fleming 900,USD 125.000
Albarellos 1850,USD 350.000
"Haedo 400, Piso 3",USD 145.000
3 de febrero 100,USD 121.771
3 De Febrero 100,USD 85.000
Don Bosco 1499,USD 420.000
3 de febrero 100,USD 131.094
Castelli 1300,USD 250.000
Vicente Fidel López 100,USD 280.000
25 de Mayo al 100,USD 140.000
Av. Libertador 13400,USD 446.000
O'Higgins al 100,USD 179.000
"Rivadavia 100, Piso 2",USD 215.000
Rawson 1800,USD 550.000
Av. Centenario al 1200,USD 115.000
VELEZ SARSFIELD  2054 - 3º D,USD 200.000
"ladislao martinez  200, Piso 2",USD 112.000
Avellaneda  1795  2ºE,USD 198.000
acassuso al 600,USD 179.000
"Caracas 2712, Martínez",USD 137.000
"AV. FONDO DE LA LEGUA 2400, Piso 9",USD 100.000
Cosme Béccar 100,USD 198.000
Av Fondo de La legua 2400,USD 109.000
"Fondo de la Legua 2400, Piso 2",USD 205.000
"Av Fondo de La legua 2400, Piso 2",USD 83.000
ROQUE SAENZ PEÑA 266 PB J,USD 145.000
VICENTE LOPEZ 277-8ºB,USD 335.000
AVENIDA CENTENARIO 921-6º piso E,USD 159.000
JUAN JOSE PASO 40 3ºD,USD 145.000
Juan B Justo 100,USD 169.999
Avenida Santa Fe 1070-9º E,USD 140.000
LIMA 1050-2ºC,USD 289.000
VELEZ SARSFIELD  2054 - 3º B,USD 295.000
Juan Jose Paso 276-2ºA,USD 158.000
VELEZ SARSFIELD  2054 - PB D,USD 350.000
Av B Ader 300,USD 155.000
"Av Santa Fe 2600, Piso 1",USD 240.000
Alfaro 45,USD 220.000
"Gral Tomas Guido 100, Piso 2",USD 135.000
"Juan José Díaz 500, B1642CIB San Isidro, Provincia de Buenos Aires",USD 153.000
Riobamba 260 Beccar,USD 175.000
Av. Centenario 1121,USD 180.000
"Jujuy 100, Piso 4",USD 480.000
Bomberos Voluntarios 100,USD 29.900
"Juan Díaz de Solis 841, Acassuso, San Isidro, Barrancas al río.",USD 1.500.000
Av. Libertador 13400,USD 455.000
Av. Centenario 1121,USD 152.000
"Lima  2100, Piso PB",USD 250.000
jj paso 56 martinez,USD 125.000
Av. Centenario 1121,USD 215.700
Av. Santa Fe al 200,USD 194.000
Av. Libertador 15700,USD 245.000
"ALEM  100, Piso 8",USD 225.000
Fondo de la Legua 2400,USD 120.000
Monseñor Larumbe 3100,USD 198.000
"O'higgins 300, Piso 1",USD 148.000
3 de febrero 100,USD 122.680
"3 De Febrero 100, Piso 1",USD 116.133
"Garibaldi 900, Piso 1",USD 125.000
Acassuso 500,USD 179.000
"Jacinto Diaz 100, Piso 2",USD 135.000
Ladislao Martinez  100,USD 370.000
"Figueroa Alcorta  2400, Piso 1",USD 35.000
"Arenales 1000, Piso 4",USD 590.000
"Camino Moron  1000, Piso PB",USD 68.000
Paso e/ Remedios de Escalada y Arenales,USD 150.000
Rawson al 2100,USD 135.000
Avenida Sucre y Marconi,USD 165.000
Acassuso e/ Alem y Sáenz Peña,USD 290.000
Rawson al 2100,USD 135.000
Avenida Centenario e/ Parodi y Guido,USD 240.000
"Juan Jose Diaz 800, Piso 1",USD 298.000
"GENERAL PAZ 900, Piso 2",USD 330.000
Avenida Centenario al 1600,USD 159.000
"Moreno 939, San Isidro",USD 150.000
"Prilidiano Pueyrredon 2800, Piso 2",USD 124.000
"Estanislao Diaz   100 3°  100, Piso 3",USD 160.000
Jacinto Diaz 100,USD 167.000
"Vicente Lopez Y Planes 200, Piso PB",USD 115.000
JUJUY 38,USD 475.000
JUJUY 38,USD 325.000
JUJUY 38,USD 375.000
"JUJUY 100, Piso 1",USD 425.000
JUJUY 38,USD 425.000
"Alsina 400, Piso 4",USD 195.000
Prilidiano Pueyrredón al 2000 entre Caracas y Lima,USD 185.000
Virrey Bertiz 1300,USD 165.000
"Av. Libertador, San Isidro 15900",USD 180.000
Avenida Centenario al 2100,USD 175.000
Albarellos al 1000,USD 270.000
"Eduardo Costa 966, 1B",USD 150.000
Rivadavia 35 San Isidro,USD 535.000
General Paz al 500,USD 160.000
Monsenor Alberti al 600 Piso 2,USD 235.000
Roma al 1300,USD 150.000
Ladislao Martinez al 200,USD 395.000
"Leandro N. Alem 145, B1642DCC San Isidro, Provincia de Buenos Aires",USD 185.000
Monseñor Larumbe al 3100,USD 295.000
"Sarmiento al 100,  Martínez",USD 380.000
Tomkinson al 300,USD 159.000
acassuso 35 san isidro,USD 290.000
Figueroa Alcorta y Colectora,USD 27.000
Avenida del Libertador e/ Alem y Sáenz Peña,USD 179.000
Rodriguez PeÑa 100,USD 127.000
Av. Centenario 1121,USD 145.000
Rawson 1800,USD 480.000
Av. Centenario al 1900 - 2 amb Impecable c/coch - Venta - Beccar,USD 149.000
"Don Bosco 400, Piso 3",USD 220.000
Intendente Becco al 2300,USD 258.000
"Lima 2100, Piso PB",USD 270.000
"Roque Sáenz Peña 124, San Isidro, Provincia de Buenos Aires",USD 168.000
Clemente Onelli 1000,USD 180.000
Alsina al 100,USD 215.000
Sucre 2800,USD 149.000
3 de febrero 100,USD 137.994
Av. Libertador 15600,USD 460.000
Intendente Becco  2300,USD 244.421
Diego palma 100,USD 165.000
Intendente Becco al 2300,USD 175.000
Pres J Figueroa Alcorta 2200,USD 65.000
Intendente Becco al 2300,USD 228.000
Pueyrredon e/ Lima y Caracas,USD 120.000
Roque Sáenz Peña e/ Martin Fierro y Acassuso,USD 88.999
Tres de Febrero e/ Haedo y General Paz,USD 160.000
Rivadavia al 100,USD 106.000
Lima e/ Catamarca y Entre Rios,USD 275.000
"T M De Anchorena 1300, Piso 1",USD 73.000
"Camino Real Moron San Fernando , Piso 2",USD 42.000
"Figuroa Alcorta  2600, Piso 2",USD 32.000
Arboris Las Lomas,USD 195.000
"Vicente Lopez 100, Piso 7",USD 259.900
