Rank,title,AuthorName,Language,Price_normal,Id
1836,"Doktor Maxwell, formoder jeg?",Mads Brügger,Dansk,129.95,9788702382891
1837,Sektens magt - Aum Shinrikyo,Kristoffer Lind,Dansk,49.95,9788702384468
1838,Kartograferne,Peng Shepherd,Dansk,129.95,9788702384550
1839,Datterens arv,Nora Roberts,Dansk,129.95,9788702390988
1840,Hotellet på Rivieraen,Carol Kirkwood,Dansk,129.95,9788702394788
1841,Kongen længe leve,Fay Weldon,Dansk,99.95,9788711372517
1842,En passende aftale,Fay Weldon,Dansk,79.95,9788711381939
1843,Stolthed og fordom,Jane Austen,Dansk,99.95,9788711449349
1844,Lev magisk - magi for begyndere,Inez Gavilanes,Dansk,99.95,9788711821718
1845,På den anden side - noveller,Hanne Kvist,Dansk,189.95,9788711915424
1846,Twilight (1) - Tusmørke,Stephenie Meyer,Dansk,79.95,9788711915752
1847,Alt det vi ikke vidste,Karen M. McManus,Dansk,69.95,9788711985892
1848,Løftet,Harlan Coben,Dansk,79.95,9788712053415
1849,Forsvundet,Harlan Coben,Dansk,79.95,9788712053446
1850,Hjem,Harlan Coben,Dansk,79.95,9788712053491
1851,Drengen fra skoven,Harlan Coben,Dansk,79.95,9788712060529
1852,Du er min arv,Sidsel Ana Welden Gajardo,Dansk,139.95,9788712075202
1853,Økonomisk kogebog,Mikkel Hindhede,Dansk,79.95,9788726013634
1854,Antigone,Sofokles,Dansk,69.95,9788726020793
1855,Operabogen. Bind 2,Gerhard Schepelern,Dansk,129.95,9788726024173
1856,Operabogen. Bind 1,Gerhard Schepelern,Dansk,129.95,9788726024180
1857,At læse filosofi. Filosofiske lærestykker,Søren Gosvig Olesen,Dansk,69.95,9788726027488
1858,Velsmag - MariaLottes' hverdagsfavoritter,Maria Charlotte Larsen,Dansk,149.95,9788727015729
1859,Det evige liv,P.G. Lindhardt,Dansk,49.95,9788728333570
1860,"Kvinde, kend din mand",Jacob Olrik,Dansk,79.95,9788740011807
1861,Wienerringen,Jens Henrik Jensen,Dansk,79.95,9788740016680
1862,De heldige ,Georgia Hunter,Dansk,199.95,9788740060478
1863,Byen i skyerne,Anthony Doerr,Dansk,199.95,9788740072754
1864,Violeta,Isabel Allende,Dansk,199.95,9788740077230
1865,Løftet,Kirsten Jacobsen,Dansk,159.95,9788740084887
1866,Turen går til Kroatien,Tom Nørgaard,Dansk,39.95,9788740089486
1867,Paulus' Brev til Romerne,Henrik Wigh-Poulsen,Dansk,74.95,9788741009513
1868,Besættelsen på Midtlolland 1940-1945,Ole Brun Madsen,Dansk,169.95,9788743082033
1869,Terapien,Sebastian Fitzek,Dansk,149.95,9788743405023
1870,Splinten,Sebastian Fitzek,Dansk,149.95,9788743405054
1871,Sjæleknuseren,Sebastian Fitzek,Dansk,149.95,9788743405085
1872,Pædagogen som leder af børnegrupper og læringsmiljø,Dina Dot Dalsgaard Andersen,Dansk,169.95,9788750045212
1873,”Shifters”,Niels Åkerstrøm Andersen,Dansk,19.95,9788759398517
1874,Beautiful Bastard,Christina Lauren,Dansk,79.95,9788763844277
1875,Hændelser ved vand,Kerstin Ekman,Dansk,79.95,9788763864022
1876,Skæbnetimen,Minette Walters,Dansk,159.95,9788770071949
1877,Tågehav,Kristina Ohlsson,Dansk,159.95,9788770078788
1878,100 procent,Anders Roslund,Dansk,159.95,9788770078849
1879,Isfolket 27 - Skandalen,Margit Sandemo,Dansk,129.95,9788771071627
1880,Døde sjæle,Angela Marsons,Dansk,159.95,9788771077995
1881,Det lille teater ved havet,Rosanna Ley,Dansk,159.95,9788771166590
1882,Myrer,Hans Joachim Offenberg,Dansk,49.95,9788771242010
1883,Hvil i fred,Sofie Sarenbrant,Dansk,64.95,9788771373134
1884,Alt må vige for natten,Delphine de Vigan,Dansk,84.95,9788771375282
1885,Nordisk mytologi,Neil Gaiman,Dansk,119.95,9788771469196
1886,Individuel ledercoaching,Karin Kell Nielsen,Dansk,119.95,9788771580679
1887,Perfekt hud,Ole Henriksen,Dansk,149.95,9788771595611
1888,Kurs mod optimal læring,Mette Marie Ledertoug,Dansk,129.95,9788771962550
1889,Bogen om overgangsalderen,Lotte Hvas,Dansk,239.95,9788772048338
1890,Stjernernes skæbne,Christina Ramskov,Dansk,199.95,9788772186832
1891,Sandhedens begyndelse,Christina Ramskov,Dansk,199.95,9788772373904
1892,Gesandt for Danmarks konge,Martin Schwarz Lausten,Dansk,139.95,9788774675440
1893,Postkortet,Anne Berest,Dansk,159.95,9788775621095
1894,Elven,Rosa Liksom,Dansk,159.95,9788775621545
1895,Emmas bog,Katrine Wessel,Dansk,159.95,9788775710690
1896,Kærlighedens pris,Christina Ramskov,Dansk,179.95,9788775750641
1897,Dreng forsvundet,Anna Jansson,Dansk,179.95,9788775931019
1898,Et lille håb,Kirsten Ahlburg,Dansk,49.95,9788776078966
1899,Manon Lescaut,Antoine Francois Prevost D'Exiles,Dansk,64.95,9788779795495
1900,SELF DISCOVERY: WHO AM I?  Key to Profound Peace & Freedom,Annemarie Doolin,Dansk,49.95,9788792546043
1901,Roning,Morten Larsen,Dansk,149.95,9788792975201
1902,Nytårsklokkerne,Charles Dickens,Dansk,24.95,9788792996619
1903,Kaunas,Stig Albeck,Dansk,74.95,9788793329607
1904,Befri os fra flere hedeture,Søs Wollesen,Dansk,169.95,9788793575097
1905,Når kroppen siger fra,Lotte Paarup,Dansk,219.95,9788793607866
1906,1000 Piskeslag,Nis Jakob,Dansk,79.95,9788793660113
1907,Islams forfaldne hus,Ruud Koopmans,Dansk,239.95,9788793716445
1908,Aftenens ubehag,Marieke Lucas Rijneveld,Dansk,169.95,9788794024105
1909,Fast ejendom,Deborah Levy,Dansk,169.95,9788794024280
1910,Hvordan styrker vi børn og unges mentale sundhed?,Anne A. E. Thorup,Dansk,39.95,9788794272483
1911,Hyggemad,Julia Ring Olsen,Dansk,169.95,9788794360920
1912,Bogen om babytegn,Kim Anna Rebecca Hansson,Dansk,99.95,9788797214435
1913,SÅDAN BLIVER DU SOLOSELVSTÆNDING,Katrine Bruun,Dansk,84.95,9788797331866
1914,Derfor skaber du dit eget liv,Henning R. Jensen,Dansk,219.95,9788797335147
1915,Sådan! Og hvad så?,Carsten Mørch,Dansk,190.38,9788799605903
1916,Ikke flere løgne - 1,Therese Philipsen,Dansk,79.95,9789180541534
1917,"Det, du gjorde - 2",Therese Philipsen,Dansk,79.95,9789180541701
1918,Aldrig i livet - 3,Therese Philipsen,Dansk,79.95,9789180541923
1919,"Sig, du elsker mig - 4",Therese Philipsen,Dansk,79.95,9789180542142
1920,Lad mig gå - 5,Therese Philipsen,Dansk,79.95,9789180542364
1921,Midnatsrosen,Lucinda Riley,Dansk,159.95,9788763838924
1922,Desertørerne 1,Kim Blæsbjerg,Dansk,129.95,9788763830577
1923,Silkeorm,Robert Galbraith,Dansk,159.95,9788702161533
1924,Den tyske skole og besættelsen,Jacob Halvas Bjerre,Dansk,209.95,9788712076513
1925,Den frigjorte,Michael Jensen,Dansk,209.95,9788775937189
1926,Hard-Kåre - Historien om en af Danmarks mest succesrige topchefer,Kåre Schultz,Dansk,199.95,9788727122786
1927,Stemmer fra graven,Elly Griffiths,Dansk,79.95,9788712060000
1928,Huset på Rivieraen,Natasha Lester,Dansk,159.95,9788775620302
1929,12 regler for livet,Jordan B. Peterson,Dansk,159.95,9788740052121
1930,Den franske fotograf,Natasha Lester,Dansk,129.95,9788793983021
1931,Den hemmelige arv,Natasha Lester,Dansk,159.95,9788793983502
1932,Forsvundet i mørket,Elly Griffiths,Dansk,79.95,9788712062356
1933,Klædt på til Metaverset,Louise Koch ,Dansk,149.95,9788771965759
1934,Turen går til Budapest & Ungarn,Christine Proksch,Dansk,35,9788740077865
1935,Ondskabens engel,Kenneth Bøgh Andersen,Dansk,79.95,9788763815826
1936,Mørkt forår,Unica Zurn,Dansk,64.95,9788794025034
1937,Last Remains,Elly Griffiths,Engelsk,55.85,9781529409741
1938,Når vi ikke længere forstår verden,Benjamín Labatut,Dansk,179.95,9788740078589
1939,Mit menneske,Herbjørg Wassmo,Dansk,179.95,9788727010106
1940,De glemte ords bog,Pip Williams,Dansk,179.95,9788727018904
1941,Cards on the Table,Agatha Christie,Engelsk,65.17,9780007422197
1942,Man in the Brown Suit,Agatha Christie,Engelsk,16.97,9780007422449
1943,Caesar,Adrian Goldsworthy,Engelsk,60.51,9780297864004
1944,Elon Musk,Walter Isaacson,Engelsk,171.27,9781398527515
1945,Transcend,Scott Barry Kaufman,Engelsk,41.86,9781399805599
1946,Look Me in the Eye,John Elder Robison,Engelsk,111.79,9781407061078
1947,Tom Clancy Flash Point,Don Bentley,Engelsk,139.95,9781408727782
1948,Angels With Dirty Faces,Jonathan Wilson,,29.95,9781409144441
1949,Cruel Prince (The Folk of the Air),Holly Black,Engelsk,59.95,9781471406461
1950,Invisible Women,Caroline Criado Perez,Engelsk,89.95,9781473548299
1951,Once A Moretti Wife,Michelle Smart,Engelsk,29.95,9781474052290
1952,Papyrus,Irene Vallejo,Engelsk,79.95,9781529343984
1953,Beware Of The Dog,Pat Miller,Engelsk,116.45,9781617812026
1954,Playing with the Past,,Engelsk,369.95,9781623568245
1955,Racing Hearts,Bailey Bradford,Engelsk,59.95,9781784309091
1956,Art & Fear,Ted Orland,Engelsk,117.03,9781800815995
1957,Many Voices One Song,Ted J Rau,Engelsk,137.32,9781949183023
1958,Hunting Together,Simone Mueller,Engelsk,116.91,9783982187822
1959,Rocket Recall,Simone Mueller,Engelsk,116.91,9783982187839
1960,Dronningeofret,Hanne-Vibeke Holst,Dansk,79.95,9788702095807
1961,FIT på 100 dage,Anne Bech,Dansk,49.95,9788702154795
1962,Alt der glimter,Jenny Colgan,Dansk,79.95,9788702343571
1963,Grønland og den amerikanske forbindelse,Martin Breum,Dansk,79.95,9788702344608
1964,Samlede skrøner IV,Jørn Riel,Dansk,99.95,9788711342251
1965,Courtneys krig,Wilbur Smith,Dansk,69.95,9788711905777
1966,Mumitrolden. De tre næste romaner,Tove Jansson,Dansk,99.95,9788711910917
1967,Afhopperne,Jesper Clemmensen,Dansk,179.95,9788711984130
1968,Krigsherre (SAKS 13),Bernard Cornwell,Dansk,149.95,9788711995082
1969,Tårerne trillede da klovnene kom,Johannes Mario Simmel,Dansk,129.95,9788726295238
1970,Våd lørdag - erotiske noveller,Cupido,Dansk,39.95,9788726718652
1971,Under magnoliatræerne,T.I. Lowe,Dansk,179.95,9788727010120
1972,Nej-klubben - Et opgør med kvinders karriere-hæmmende arbejde,Linda Babcock,Dansk,179.95,9788727024219
1973,"Præsteværelset - Livet, døden og kærligheden",Kathrine Lilleør,Dansk,179.95,9788727121345
1974,Dansk idéhistorie. Bind 2,Svend Erik Stybe,Dansk,69.95,9788728441602
1975,Turen går til Sardinien,Cecilie Marie Meyer,Dansk,35,9788740038378
1976,Velsmurt,Martin Kreutzer,Dansk,199.95,9788740047356
1977,Størst af alt,Lone Frank,Dansk,199.95,9788740065497
1978,Turen går til Bali & Lombok,Jens Erik Rasmussen,Dansk,35,9788740069846
1979,Som man sår,Hans Rosenfeldt,Dansk,199.95,9788740076882
1980,Is og andre lækkerier,Julia Ring Olsen,Dansk,49.95,9788740446395
1981,Jeppe på Bjerget,Ludvig Holberg,Dansk,39.95,9788740476378
1982,En gó sild,Bjarne Castella,Dansk,10,9788740491890
1983,From customer to user,Jacob Johansen,Engelsk,139.95,9788740668414
1984,Efterårsbogen,Johanna Venho,Dansk,149.95,9788740695410
1985,Det ukontollerbare,Hartmut Rosa,Dansk,119.95,9788741006437
1986,Tro for tvivlere,Esben Kjær,Dansk,79.95,9788741010144
1987,Ringe i vandet,Annette Ikast,Dansk,169.95,9788743006954
1988,Danske  Heltesagn,Axel Olrik,Dansk,24.95,9788743063223
1989,1793,Victor Hugo,Dansk,34.95,9788743066484
1990,Alberte og Jakob,Cora Sandel,Dansk,149.95,9788743404668
1991,Alberte og friheden,Cora Sandel,Dansk,149.95,9788743404699
1992,Kadavermarch,Dennis Jürgensen,Dansk,94.95,9788758811154
1993,Kom stærk ud af din angst,Lizl Rand,Dansk,79.95,9788763825344
1994,Sommernattens hemmeligheder,Lisa Kleypas,Dansk,129.95,9788763837088
1995,Jordens arvinger,Ildefonso Falcones,Dansk,129.95,9788763851343
1996,Nulpunkt,Jørn Lier Horst,Dansk,89.95,9788770070782
1997,Hævnens gudinde,Sara Blaedel,Dansk,79.95,9788771084849
1998,Magten og æren,Ian Rankin,Dansk,59.95,9788771298239
1999,Inger,Martin Hjort,Dansk,179.95,9788771802573
2000,Kollektiv Akademisk Vejledning,Helle Hvass,Dansk,99.95,9788771848595
2001,Den vidunderlige,Kate Rothwell,Dansk,159.95,9788772372549
2002,Rottekongen,Pascal Engman,Dansk,179.95,9788772385402
2003,Kærlighed sætter fri,Kathrine Lilleør,Dansk,189.95,9788773398913
2004,Sort sommerfugl,Anna Jansson,Dansk,169.95,9788775930289
2005,Fremmed fugl,Anna Jansson,Dansk,179.95,9788775931002
2006,Slaveoprøret på Sankt Jan,Louise Sebro,Dansk,89.95,9788775970858
2007,Logbog 1,Peter Clausen,Dansk,149.95,9788776082239
2008,LOGBOG 2,Peter Clausen,Dansk,149.95,9788776085698
2009,Pædagogiske umuligheder,Kirsten Hyldgaard,Dansk,149.95,9788779346680
2010,Vredens børn,Jeppe Aakjær,Dansk,34.95,9788790329297
2011,Da Vinci mysteriet,Dan Brown,Dansk,79.95,9788792845689
2012,Præsten i Vejlbye,Steen Steensen Blicher,Dansk,34.95,9788792996121
2013,Etikken,Alain Badiou,Dansk,89.95,9788793041165
2014,Idioten,Fjodor M. Dostojevskij,Dansk,129.95,9788793240094
2015,Firenze,Stig Albeck,Dansk,74.95,9788793329072
2016,25 friske is-desserter,Magasinet Femina,Dansk,29.95,9788793359048
2017,24 kærlighedskuponer,Lou Noire,Dansk,34.95,9788793515345
2018,Kærlighedskuponer til Valentinsdag,Lou Noire,Dansk,44.95,9788793515451
2019,Kuponhæfte til teenageren - blå,Lou Noire,Dansk,44.95,9788793515659
2020,52 dejlige dates for kærestepar,Lou Noire,Dansk,44.95,9788793515802
2021,Et kuponhæfte til søde drenge,Lou Noire,Dansk,39.95,9788793515871
2022,En julekalender til hele familien,Lou Noire,Dansk,44.95,9788793515925
2023,En julekalender til kæresten,Lou Noire,Dansk,44.95,9788793515949
2024,Iliaden,Homer,Dansk,30.78,9788793763012
2025,Offermageren,Viveca Sten,Dansk,159.95,9788793983366
2026,Skyggedalen,Viveca Sten,Dansk,159.95,9788793983427
2027,I dine sko,Jojo Moyes,Dansk,199.95,9788793983465
2028,Et kuponhæfte til små julenisser,Lou Noire,Dansk,34.95,9788794080255
2029,En gaveæske til Fars Dag,Lou Noire,Dansk,44.95,9788794080590
2030,Børnene på Hidden Valley Road,Robert Kolker,Dansk,149.95,9788794301121
2031,Dødseliksiren,Sally Altschuler,Dansk,74.95,9788799316557
2032,Den engelske spion,Daniel Silva,Dansk,139.95,9789150788341
2033,De brændemærkede - før,Jacob Hyttel,Dansk,69.95,9789178891320
2034,No Man's Land,Thomas Fasti Dinesen,Dansk,49.95,9788702163353
2035,Rejsende,Olga Tokarczuk,Dansk,49.95,9788702238372
2036,Stuepigen og kranføreren,Bent Haller,Dansk,199.95,9788727022314
2037,White Fragility,Robin diAngelo,Engelsk,164.95,9780807047422
2038,Troldmanden fra Jordhavet,Ursula K. Le Guin,Dansk,139.95,9788793895393
2039,Court of Frost and Starlight,Sarah J. Maas,Engelsk,84.95,9781408890318
2040,Curse For True Love,Stephanie Garber,Engelsk,102.46,9781529399301
2041,Skyggejægeren,Camilla Grebe,Dansk,69.95,9788711983843
2042,De bjergtagne,Anders de la Motte,Dansk,159.95,9788770078382
2043,De fem dysfunktioner i et team,Patrick Lencioni,Dansk,79.95,9788702176230
2044,Kvinderne fra Thy,Maria Helleberg,Dansk,129.95,9788763841962
2045,Neuromancer,William Gibson,,51.19,9781473217393
2046,Verity - Mørkt bedrag,Colleen Hoover,Dansk,79.95,9788727022079
2047,Søstrene fra Thy,Maria Helleberg,Dansk,129.95,9788763852654
2048,Elsk det som er,Byron Katie,Dansk,49.95,9788702189612
2049,Satans sommer,Kim Faber,Dansk,199.95,9788740063226
2050,Rivals Of Casper Road,Roan Parrish,Engelsk,50.63,9780008933975
2101,Vold,Peder Frederik Jensen,Dansk,79.95,9788763842228
2102,At koge bjørn,Mikael Niemi,Dansk,89.95,9788770070225
2103,I ond tro,Keigo Higashino,Dansk,129.95,9788770074339
2104,Sten i silke,Mikael Niemi,Dansk,159.95,9788770078979
2105,Divergent 1: Afvigeren,Veronica Roth,Dansk,54.95,9788771053647
2106,Divergent 2: Oprøreren,Veronica Roth,Dansk,54.95,9788771053654
2107,Divergent 3: Fornyeren,Veronica Roth,Dansk,54.95,9788771053975
2108,Divergent Four - Tobias' fortællinger,Veronica Roth,Dansk,129.95,9788771058352
2109,Isfolket 26 - Hemmeligheden,Margit Sandemo,Dansk,129.95,9788771071610
2110,Tættere end man tror,Brad Parks,Dansk,159.95,9788771076950
2111,Havfruen,Camilla Läckberg,Dansk,99.95,9788771082838
2112,Tyskerungen,Camilla Läckberg,Dansk,64.95,9788771082852
2113,Ulykkesfuglen,Camilla Läckberg,Dansk,99.95,9788771082869
2114,Fyrmesteren,Camilla Läckberg,Dansk,99.95,9788771083866
2115,Englemagersken,Camilla Läckberg,Dansk,99.95,9788771087406
2116,Hvad jeg taler om når jeg taler om at løbe,Haruki Murakami,Dansk,159.95,9788771295825
2117,Rigtige mænd går også i sort,Majken Matzau,Dansk,149.95,9788771377279
2118,Dieselmotor,Andrew Simpson,Dansk,159.95,9788771421446
2119,Djævlens værk,CJ Sansom,Dansk,159.95,9788775713271
2120,Primetime,Liza Marklund,Dansk,99.95,9788775931644
2121,Røde ulv,Liza Marklund,Dansk,99.95,9788775931651
2122,MIT LIV SOM DET TALTE SPROG,Kasper Mechlenburg,Dansk,89.95,9788776086299
2123,Den semantiske analysestrategi og samtidsdiagnostik,Niels Åkerstrøm Andersen,Dansk,29.95,9788776830526
2124,Komplet tegnekursus,John Raynes,Dansk,79.95,9788778576712
2125,Dansk i dag,Gry Clasen et.al.,Dansk,99.95,9788779347533
2126,Skat for selvstændige - med virksomhedsordningen,Regnskabsskolen ApS,Dansk,200,9788791875779
2127,"Spinning, biking & cycling",Marina Aagaard,Dansk,189.95,9788792693853
2128,Den store Photoshop Elements 19 bog,Martin Simon,Dansk,109.95,9788793170650
2129,Kveldsvævd,Jon Fosse,Dansk,129.95,9788793209954
2130,Julestue,Ludvig Holberg,Dansk,20,9788793540835
2131,Du er leder – ansvaret er dit,Henrik Lind,Dansk,139.95,9788794055079
2132,Vi skal gøre det hele på én gang,Rune Lykkeberg,Dansk,189.95,9788794272681
2133,Caliban og heksen,Silvia Federici,Dansk,189.95,9788794272872
2134,Næsten vegetar,Malte Gaarde Meyenburg,Dansk,199.95,9788794441896
2135,Chatbottens revolution,Nick Allentoft,Dansk,129.95,9788797145951
2136,Et linoliesystem til træbåde,Simon Bordal Hansen,Engelsk,75,9788799648818
2137,"Aftensmad, basedannende og antiinflammatorisk",Karina Villumsen,Dansk,59.95,9788799781881
2138,Nabokonflikt. Løs den selv,Anne-Marie Christensen,Dansk,75,9788799825615
2139,Isbjørnen,Henrik Pontoppidan,Dansk,34.95,9788799926374
2140,Hellere død,Lee Child,Dansk,159.95,9788771078831
2141,Karolines kærlighed,Kim Leine,Dansk,159.95,9788702345148
2142,Virksomhedens omdømme,Kresten Schultz Jørgensen,Dansk,49.95,9788702157345
2143,Dukkebarnet,Inger Gammelgaard Madsen,Dansk,64.95,9788799498161
2144,Folkets skønhed,Merete Pryds Helle,Dansk,79.95,9788711905562
2145,Turen går til Wien,Christine Proksch,Dansk,39.95,9788740087888
2146,Baumgartner,Paul Auster,Dansk,179.95,9788727026091
2147,Skæbnens blå tråde,Lars Mytting,Dansk,129.95,9788702329216
2148,Enkernes land,Jeanette Varberg,Dansk,199.95,9788740080117
2149,Sanitøren: Listen 1,Inger Gammelgaard Madsen,Dansk,39.95,9788711817001
2150,Hendes Navn på Hans Læber,Carrie Elks,Dansk,209.95,9788794169738
2051,Sapiens,Yuval Noah Harari,Engelsk,89.95,9780062316103
2052,Homo Deus,Yuval Noah Harari,Engelsk,89.95,9780062663177
2053,This Is Your Brain on Birth Control,Sarah Hill,Engelsk,166.89,9780525536048
2054,Christmas to Remember,Anderson,Engelsk,29.95,9780857158345
2055,Reaching through Resistance,Allan Abbass,Engelsk,409.95,9780988378872
2056,Joy,Alexander Lowen,Engelsk,95.26,9781101501658
2057,Bones of the Earth,Eliot Pattison,Engelsk,129.95,9781250169693
2058,Number Go Up,Zeke Faux,Engelsk,159.95,9781399611374
2059,Things We Never Got Over,Lucy Score,Engelsk,34.95,9781399713757
2060,Worst Best Man,Lucy Score,Engelsk,55.85,9781399726917
2061,Don't Start a Side Hustle!,Brian Page,Engelsk,121.11,9781400231416
2062,Court of Wings and Ruin,Sarah J. Maas,Engelsk,84.95,9781408857915
2063,How to Keep House While Drowning,KC Davis,Engelsk,102.46,9781529159424
2064,That Time I Got Drunk And Yeeted A Love Potion At A Werewolf,Kimberly Lemming,Engelsk,55.85,9781529431278
2065,Mini ADHD Coach,Alice Gendron,Engelsk,121.11,9781529905885
2066,You Will Be Able to Sew Your Own Clothes by the End of This Book,Juliet Uzor,Engelsk,37.2,9781781578483
2067,Gypsies,Chase,Engelsk,46.7,9781781840368
2068,Sporting Chance,Alexa Milne,Engelsk,59.95,9781784302702
2069,All I'll Ever Need,J P Bowie,Engelsk,46.7,9781784304461
2070,His True Heart,Samantha Cayto,Engelsk,34.99,9781839431814
2071,Stalker,Lars Kepler,Dansk,79.95,9788702128833
2072,Mord på Malta,Dan Turèll,Dansk,49.95,9788702162264
2073,1001 nats eventyr,Tom Kristensen,Dansk,49.95,9788702220650
2074,Ørneflugt og andre krøniker,Henrik Pontoppidan,Dansk,49.95,9788702222074
2075,Naturterapi,Lasse Thomas Edlev,Dansk,129.95,9788702259940
2076,Den store Gatsby,F. Scott Fitzgerald,Dansk,49.95,9788702263701
2077,Fra Grønland til Stillehavet I: Hudson Bay,Palle Koch,Dansk,49.95,9788702274349
2078,Fra Grønland til Stillehavet II: gennem Nordvest Passagen med hundeslæde,Palle Koch,Dansk,49.95,9788702274363
2079,Lysthuset - Det åbne kontorlandskab,Anna Bridgwater,Dansk,49.95,9788702315905
2080,Dagbogens hemmelighed,Frida Skybäck,Dansk,129.95,9788702351057
2081,Dit helbreds bedste ven - immunsystemet,Bente Klarlund Pedersen,Dansk,159.95,9788702382099
2082,Forestilling om det tyvende århundrede,Peter Høeg,Dansk,49.95,9788702401189
2083,Det jeg elskede,Siri Hustvedt,Dansk,99.95,9788711347430
2084,En hun-djævels bekendelser,Fay Weldon,Dansk,99.95,9788711450437
2085,Døden kommer til middag,Peter Sander,Dansk,69.95,9788711499177
2086,Min kones mand,Willy Breinholst,Dansk,69.95,9788711744376
2087,Mine første eventyr 1: Svinedrengen,H. C. Andersen,Dansk,99.95,9788711907603
2088,Mine første eventyr 2: Den grimme ælling,H.C. Andersen,Dansk,99.95,9788711907658
2089,Mine første eventyr (4) - Klods-Hans,H.C. Andersen,Dansk,49.95,9788711909171
2090,Krigsspiseseddel for en uge,Mikkel Hindhede,Dansk,39.95,9788726013696
2091,Tjenester,Lilian Fishman,Dansk,159.95,9788727020662
2092,Venetia,Georgette Heyer,Dansk,99.95,9788728027325
2093,Oldkristne tekster. Bind 1,Søren Giversen,Dansk,79.95,9788728564189
2094,Sigurd fortæller om de græske guder,Sigurd Barrett,Dansk,139.95,9788740019346
